src,dest,mn_weight
34DHPHAMT,GNMT,754.0781783899201
34DHPHAMT,HMR_0653,754.0781783899201
34DHPHAMT,HMR_0654,754.0781783899201
34DHPHAMT,HMR_0657,742.8666255016981
34DHPHAMT,HMR_3915,742.8666255016981
34DHPHAMT,HMR_4072,754.0781783899201
34DHPHAMT,HMR_4701,754.0781783899201
34DHPHAMT,HMR_6400,375.72374801017327
34DHPHAMT,HMR_6403,375.72374801017327
34DHPHAMT,HMR_6755,754.0781783899201
34DHPHAMT,HMR_6757,754.0781783899201
34DHPHAMT,HMR_6975,742.8666255016981
34DHPHAMT,HMR_6976,742.8666255016981
34DHPHAMT,HMR_6977,742.8666255016981
34DHPHAMT,HMR_7168,754.0781783899201
34DHPHAMT,HMR_9500,754.0781783899201
34DHPHAMT,HMR_9504,754.0781783899201
34DHPHAMT,HMR_9509,742.8666255016981
34DHPHAMT,HMR_9510,754.0781783899201
34DHPHAMT,HMR_9511,754.0781783899201
34DHPHAMT,HMR_9519,754.0781783899201
34DHPHAMT,HMR_9520,754.0781783899201
34DHPHAMT,HMR_9521,754.0781783899201
34DHPHAMT,HMR_9549,754.0781783899201
34DHPHAMT,HMR_9550,754.0781783899201
34DHPHAMT,HOMOVALte,7472.5
34DHPHAMT,METAT,364.5121951219512
34DHPHAMT,NNMT,742.8666255016981
34DHPHAMT,NORANMT,754.0781783899201
34DHPHAMT,SALMCOM,754.0781783899201
34DHPHAMT,SAMHISTA,754.0781783899201
34DHPHAte,34DHPHAte,11603.5
34DHPHAte,34DHPLACOX,7472.5
34DHPHAte,34DHPLACOX_NADP_,7472.5
34DHPHELAT1tc,34DHPHELAT1tc,5783.717476131174
34DHPHELAT1tc,34DHPHEt,5471.272727272727
34DHPHELAT1tc,3HLYTCL,2717.272727272727
34DHPHELAT1tc,CYSTLEUrBATtc,312.4447488584475
34DHPHELAT1tc,HMR_6728,2717.272727272727
34DHPHELAT1tc,HMR_6729,2717.272727272727
34DHPHELAT1tc,ILELAT1tc,312.4447488584475
34DHPHELAT1tc,LEUATB0tc,312.4447488584475
34DHPHELAT1tc,LEUPHELAT2tc,312.4447488584475
34DHPHELAT1tc,LEUt4,312.4447488584475
34DHPHELAT1tc,LEUtec,312.4447488584475
34DHPHELAT1tc,LEUyLAThtc,312.4447488584475
34DHPHELAT1tc,LKYNRtr3,312.4447488584475
34DHPHELAT1tc,METLEUex,312.4447488584475
34DHPHELAT1tc,ORNLEUrBATtc,312.4447488584475
34DHPHELAT1tc,TYR3MO2,2717.272727272727
34DHPHELAT1tc,TYRDOPO,2717.272727272727
34DHPHELAT1tc,TYRDOPO3,2717.272727272727
34DHPHELAT1tc,VALLAT1tc,312.4447488584475
34DHPHELAT1tc,r1551,312.4447488584475
34DHPHELAT1tc,r1565,312.4447488584475
34DHPHELAT1tc,r1578,312.4447488584475
34DHPHELAT1tc,r1590,312.4447488584475
34DHPHELAT1tc,r1611,312.4447488584475
34DHPHELAT1tc,r1620,312.4447488584475
34DHPHELAT1tc,r1628,312.4447488584475
34DHPHELAT1tc,r1635,312.4447488584475
34DHPHELAT1tc,r1642,312.4447488584475
34DHPHELAT1tc,r1643,312.4447488584475
34DHPHELAT1tc,r1644,312.4447488584475
34DHPHELAT1tc,r1645,312.4447488584475
34DHPHELAT1tc,r1646,312.4447488584475
34DHPHELAT1tc,r1647,312.4447488584475
34DHPHELAT1tc,r1680,312.4447488584475
34DHPHELAT1tc,r1695,312.4447488584475
34DHPHELAT1tc,r1710,312.4447488584475
34DHPHELAT1tc,r1725,312.4447488584475
34DHPHELAT1tc,r1740,312.4447488584475
34DHPHELAT1tc,r1755,312.4447488584475
34DHPHELAT1tc,r1770,312.4447488584475
34DHPHELAT1tc,r1785,312.4447488584475
34DHPHELAT1tc,r1800,312.4447488584475
34DHPHELAT1tc,r1807,312.4447488584475
34DHPHELAT1tc,r1808,312.4447488584475
34DHPHELAT1tc,r1809,312.4447488584475
34DHPHELAT1tc,r1810,312.4447488584475
34DHPHELAT1tc,r1811,312.4447488584475
34DHPHELAT1tc,r1812,312.4447488584475
34DHPHELAT1tc,r1813,312.4447488584475
