rxn	rxn_name	gene	equation	pathway
ASNt4	L-asparagine transport in via sodium symport	Slc6a14	ASNt4: asn__L_e + na1_e --> asn__L_c + na1_c	Transport, Extracellular
ASNtN1	Asparagine transport (Na, H coupled)	Slc38a3	ASNtN1: asn__L_e + h_c + 2.0 na1_e <=> asn__L_c + h_e + 2.0 na1_c	Transport, Extracellular
ASNtN1	Asparagine transport (Na, H coupled)	Slc38a5	ASNtN1: asn__L_e + h_c + 2.0 na1_e <=> asn__L_c + h_e + 2.0 na1_c	Transport, Extracellular
ASP1DC	Aspartate 1-decarboxylase	Gad1	ASP1DC: asp__L_c + h_c --> ala_B_c + co2_c	beta-Alanine metabolism
ASPCT	Aspartate carbamoyltransferase	Cad	ASPCT: asp__L_c + cbp_c <=> cbasp_c + h_c + pi_c	Pyrimidine Biosynthesis
ASPDt6	D-aspartate transport via Na, H symport and K antiport	Slc1a1	ASPDt6: asp__D_e + h_e + k_c + 3.0 na1_e --> asp__D_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPDt6	D-aspartate transport via Na, H symport and K antiport	Slc1a2	ASPDt6: asp__D_e + h_e + k_c + 3.0 na1_e --> asp__D_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPDt6	D-aspartate transport via Na, H symport and K antiport	Slc1a3	ASPDt6: asp__D_e + h_e + k_c + 3.0 na1_e --> asp__D_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPDt6	D-aspartate transport via Na, H symport and K antiport	Slc1a6	ASPDt6: asp__D_e + h_e + k_c + 3.0 na1_e --> asp__D_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPDt6	D-aspartate transport via Na, H symport and K antiport	Slc1a7	ASPDt6: asp__D_e + h_e + k_c + 3.0 na1_e --> asp__D_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPGLUm	Aspartate-glutamate mitochondrial shuttle	Slc25a12	ASPGLUm: asp__L_m + glu__L_c + h_c <=> asp__L_c + glu__L_m + h_m	Transport, Mitochondrial
ASPGLUm	Aspartate-glutamate mitochondrial shuttle	Slc25a13	ASPGLUm: asp__L_m + glu__L_c + h_c <=> asp__L_c + glu__L_m + h_m	Transport, Mitochondrial
ASPTA	Aspartate transaminase	Got1	ASPTA: akg_c + asp__L_c <=> glu__L_c + oaa_c	Alanine and Aspartate Metabolism
ASPTAm	Aspartate transaminase	Got2	ASPTAm: akg_m + asp__L_m <=> glu__L_m + oaa_m	Alanine and Aspartate Metabolism
ASPt6	L-aspartate transport via Na, H symport and K antiport	Slc1a1	ASPt6: asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPt6	L-aspartate transport via Na, H symport and K antiport	Slc1a2	ASPt6: asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPt6	L-aspartate transport via Na, H symport and K antiport	Slc1a3	ASPt6: asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPt6	L-aspartate transport via Na, H symport and K antiport	Slc1a6	ASPt6: asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ASPt6	L-aspartate transport via Na, H symport and K antiport	Slc1a7	ASPt6: asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	Transport, Extracellular
ATPH1e	ATP diphosphohydrolase	Entpd1	ATPH1e: atp_e + 2.0 h2o_e --> amp_e + 2.0 h_e + 2.0 pi_e	Nucleotides
ATPH1e	ATP diphosphohydrolase	Entpd2	ATPH1e: atp_e + 2.0 h2o_e --> amp_e + 2.0 h_e + 2.0 pi_e	Nucleotides
ATPH1e	ATP diphosphohydrolase	Entpd3	ATPH1e: atp_e + 2.0 h2o_e --> amp_e + 2.0 h_e + 2.0 pi_e	Nucleotides
ATPH1e	ATP diphosphohydrolase	Entpd5	ATPH1e: atp_e + 2.0 h2o_e --> amp_e + 2.0 h_e + 2.0 pi_e	Nucleotides
ATPH1e	ATP diphosphohydrolase	Entpd6	ATPH1e: atp_e + 2.0 h2o_e --> amp_e + 2.0 h_e + 2.0 pi_e	Nucleotides
ATPH2e	ATP diphosphohydrolase	Entpd1	ATPH2e: adp_e + h2o_e --> amp_e + h_e + pi_e	Nucleotides
ATPH2e	ATP diphosphohydrolase	Entpd2	ATPH2e: adp_e + h2o_e --> amp_e + h_e + pi_e	Nucleotides
ATPH2e	ATP diphosphohydrolase	Entpd3	ATPH2e: adp_e + h2o_e --> amp_e + h_e + pi_e	Nucleotides
ATPH2e	ATP diphosphohydrolase	Entpd5	ATPH2e: adp_e + h2o_e --> amp_e + h_e + pi_e	Nucleotides
ATPH2e	ATP diphosphohydrolase	Entpd6	ATPH2e: adp_e + h2o_e --> amp_e + h_e + pi_e	Nucleotides
ATPS4m	ATP synthase (four protons for one ATP)	Atp5a1	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5b	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5c1	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5d	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5e	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5f1	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5g1	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5g3	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5h	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5j	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5j2	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Atp5k	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Gm10231	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Gm6822	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPS4m	ATP synthase (four protons for one ATP)	Nsf	ATPS4m: adp_m + 4.0 h_c + pi_m --> atp_m + h2o_m + 3.0 h_m	Oxidative Phosphorylation
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0a1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0a2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0a4	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0b	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0c	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0d1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0d2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v0e	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1a	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1b1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1b2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1c1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1c2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1d	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1e1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1e2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1f	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1g1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1g2	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1g3	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Atp6v1h	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
ATPasel	V-type ATPase, H+ transporting, lysosomal	Tcirg1	ATPasel: atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_l + pi_c	Transport, Lysosomal
A_MANASE	Alpha-mannosidase	Man2c1	A_MANASE: 2.0 h2o_c + m2mn_c --> 2.0 man_c + mn_c	N-Glycan Degradation
A_MANASEly	Alpha-mannosidase, lysosomal	Man2b1	A_MANASEly: 2.0 h2o_l + m2mn_l --> 2.0 man_l + mn_l	N-Glycan Degradation
B3GALT3g	Beta-1,3-galactosyltransferase 3	B3galnt1	B3GALT3g: thcrm_hs_g + udpacgal_g --> gbside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GALT41g	Beta-1,3-galactosyltransferase 4	B3galt4	B3GALT41g: ga2_hs_g + udpgal_g --> ga1_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GALT42g	Beta-1,3-galactosyltransferase 4	B3galt4	B3GALT42g: gm2_hs_g + udpgal_g --> gm1_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GALT43g	Beta-1,3-galactosyltransferase 4	B3galt4	B3GALT43g: gd2_hs_g + udpgal_g --> gd1b_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GALT44g	Beta-1,3-galactosyltransferase 4	B3galt4	B3GALT44g: gt2_hs_g + udpgal_g --> gt1c_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GALT5g	Beta-1,3-galactosyltransferase 5	B3galt5	B3GALT5g: gbside_hs_g + udpgal_g --> galgbside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT11g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	B3gnt2	B3GNT11g: gal14acglcgalgluside_hs_g + uacgam_g --> acglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT12g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	B3gnt2	B3GNT12g: galacglcgal14acglcgalgluside_hs_g + uacgam_g --> acglc13galacglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT310g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT310g: acglcgalgluside_hs_g + udpgal_g --> gal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT311g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT311g: acgalfuc12gal14acglcgalgluside_hs_g + udpgal_g --> galacgalfuc12gal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT312g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT312g: acglcgal14acglcgalgluside_hs_g + udpgal_g --> galacglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT313g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT313g: acgalfucgalacglcgal14acglcgalgluside_hs_g + udpgal_g --> galacgalfucgalacglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT314g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT314g: acglcgalacglcgal14acglcgalgluside_hs_g + udpgal_g --> galacglcgalacglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT315g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT315g: acglc13galacglcgal14acglcgalgluside_hs_g + udpgal_g --> galacglc13galacglcgal14acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
B3GNT31g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT31g: thcrm_hs_g + udpgal_g --> galthcrm_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT32g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT32g: galthcrm_hs_g + udpgal_g --> galgalthcrm_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT33g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT33g: galgalthcrm_hs_g + udpgal_g --> galgalgalthcrm_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT34g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT34g: galgbside_hs_g + uacgam_g --> acglcgalgbside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT35g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT35g: acglcgalgbside_hs_g + udpgal_g --> galacglcgalgbside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT36g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT36g: acgal_g + gbside_hs_g --> acgbgbside_hs_g + h2o_g	Sphingolipid Metabolism
B3GNT37g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT37g: gm2a_hs_g + udpgal_g --> gm1a_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT38g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT38g: galside_hs_g + udpgal_g --> digalside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT39g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus	B3gnt3	B3GNT39g: gluside_hs_g + udpgal_g --> galgluside_hs_g + h_g + udp_g	Sphingolipid Metabolism
B3GNT51g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3gnt5	B3GNT51g: galgluside_hs_g + uacgam_g --> acglcgalgluside_hs_g + h_g + udp_g	Blood Group Biosynthesis
BAAT1x	Bile acid Coenzyme A: amino acid N-acyltransferase	Baat	BAAT1x: cholcoa_x + gly_x --> coa_x + gchola_x	Bile Acid Biosynthesis
BAAT2x	Bile acid Coenzyme A: amino acid N-acyltransferase	Baat	BAAT2x: cholcoa_x + taur_x --> coa_x + tchola_x	Bile Acid Biosynthesis
BAAT3x	Bile acid Coenzyme A: amino acid N-acyltransferase	Baat	BAAT3x: dgcholcoa_x + gly_x --> coa_x + dgchol_x	Bile Acid Biosynthesis
BAAT4x	Bile acid Coenzyme A: amino acid N-acyltransferase	Baat	BAAT4x: dcholcoa_x + gly_x --> coa_x + gdchola_x	Bile Acid Biosynthesis
BAAT5x	Bile acid Coenzyme A: amino acid N-acyltransferase	Baat	BAAT5x: dcholcoa_x + taur_x --> coa_x + tdchola_x	Bile Acid Biosynthesis
BACCL	Biotin acetyl CoA carboxylase ligase	Hlcs	BACCL: atp_c + btn_c + h_c --> btamp_c + ppi_c	Biotin Metabolism
BACCLm	Biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial	Hlcs	BACCLm: atp_m + btn_m + h_m --> btamp_m + ppi_m	Biotin Metabolism
BALAVECSEC	B-alanine secretion via secretory vesicle (ATP driven)	Slc32a1	BALAVECSEC: 3.0 ala_B_c + atp_c + h2o_c --> adp_c + 3.0 ala_B_e + h_c + pi_c	Transport, Extracellular
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Aldh1a1	BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	beta-Alanine metabolism
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Aldh1a2	BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	beta-Alanine metabolism
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Aldh3a2	BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	beta-Alanine metabolism
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Aldh7a1	BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	beta-Alanine metabolism
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Aldh9a1	BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	beta-Alanine metabolism
BAMPPALDOXm	Beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)	Aldh1b1	BAMPPALDOXm: bamppald_m + h2o_m + nad_m --> ala_B_m + 2.0 h_m + nadh_m	beta-Alanine metabolism
BAMPPALDOXm	Beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)	Aldh2	BAMPPALDOXm: bamppald_m + h2o_m + nad_m --> ala_B_m + 2.0 h_m + nadh_m	beta-Alanine metabolism
BAMPPALDOXm	Beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)	Aldh4a1	BAMPPALDOXm: bamppald_m + h2o_m + nad_m --> ala_B_m + 2.0 h_m + nadh_m	beta-Alanine metabolism
BBHOX	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	Bbox1	BBHOX: 4tmeabutn_c + akg_c + o2_c --> co2_c + crn_c + succ_c	Lysine Metabolism
BCDO	Beta-Carotene dioxygenase	Bco1	BCDO: caro_c + o2_c --> 2.0 retinal_c	Vitamin A Metabolism
BDHm	3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria	Bdh1	BDHm: bhb_m + nad_m <=> acac_m + h_m + nadh_m	Butanoate Metabolism
BDMT_L	GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (liver)	Alg1	BDMT_L: 0.1 chito2pdol__L_c + gdpmann_c --> gdp_c + h_c + 0.1 mpdol__L_c	N-Glycan Biosynthesis
BDMT_U	GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)	Alg1	BDMT_U: 0.1 chito2pdol_U_c + gdpmann_c --> gdp_c + h_c + 0.1 mpdol_U_c	N-Glycan Biosynthesis
BETALDHx	Betaine-aldehyde dehydrogenase	Aldh9a1	BETALDHx: betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c	Glycine, Serine, and Threonine Metabolism
BHMT	Betaine-homocysteine S-methyltransferase	Bhmt	BHMT: glyb_c + hcys__L_c --> dmgly_c + met__L_c	Glycine, Serine, and Threonine Metabolism
BHMT	Betaine-homocysteine S-methyltransferase	Bhmt2	BHMT: glyb_c + hcys__L_c --> dmgly_c + met__L_c	Glycine, Serine, and Threonine Metabolism
BILDGLCURte	Bilirubin beta-diglucuronide transport MDR	Abcc1	BILDGLCURte: atp_c + bildglcur_c + h2o_c --> adp_c + bildglcur_e + h_c + pi_c	Transport, Extracellular
BILGLCURte	Bilirubin monoglucuronide transport MDR	Abcc1	BILGLCURte: atp_c + bilglcur_c + h2o_c --> adp_c + bilglcur_e + h_c + pi_c	Transport, Extracellular
BILIRED	Nad(p)h biliverdin reductase	Blvra	BILIRED: biliverd_c + h_c + nadph_c --> bilirub_c + nadp_c	Heme Degradation
BILIRED	Nad(p)h biliverdin reductase	Blvrb	BILIRED: biliverd_c + h_c + nadph_c --> bilirub_c + nadp_c	Heme Degradation
BMTer_L	B mannosyltransferase, endoplasmic reticulum	Pigb	BMTer_L: 0.1 dolmanp__L_r + memgacpail_hs_r --> 0.1 dolp__L_r + h_r + m2emgacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
BMTer_U	B mannosyltransferase, endoplasmic reticulum	Pigb	BMTer_U: 0.1 dolmanp_U_r + memgacpail_hs_r --> 0.1 dolp_U_r + h_r + m2emgacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
BPNT	3',5'-bisphosphate nucleotidase	Bpnt1	BPNT: h2o_c + pap_c --> amp_c + pi_c	Nucleotides
BPNT2	3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase	Bpnt1	BPNT2: h2o_c + paps_c --> aps_c + pi_c	Nucleotides
BTND1	Biotinidase (biotin)	Btd	BTND1: biocyt_c + h2o_c --> btn_c + lys__L_c	Biotin Metabolism
BTND1n	Biotinidase (biotin), nuclear	Btd	BTND1n: biocyt_n + h2o_n --> btn_n + lys__L_n	Biotin Metabolism
BTNDe	Biotinidase (biotin), extracellular	Btd	BTNDe: biocyt_e + h2o_e --> btn_e + lys__L_e	Biotin Metabolism
BTNDm	Biotinidase (biotin), mitochondrial	Btd	BTNDm: biocyt_m + h2o_m --> btn_m + lys__L_m	Biotin Metabolism
BTNPL	Holocarboxylase synthestase (biotin protein ligase)	Hlcs	BTNPL: apoC_Lys_c + btamp_c --> amp_c + apoC_Lys_btn_c + h_c	Biotin Metabolism
BTNPLm	Holocarboxylase synthestase (biotin protein ligase), mitochondrial	Hlcs	BTNPLm: apoC_Lys_m + btamp_m --> amp_m + apoC_Lys_btn_m + h_m	Biotin Metabolism
BTNt2i	Biotin uptake	Slc16a1	BTNt2i: btn_e + h_e <=> btn_c + h_c	Transport, Extracellular
BTNt2m	Biotin reversible transport via proton symport, mitochondria	Slc16a1	BTNt2m: btn_c + h_c <=> btn_m + h_m	Transport, Mitochondrial
BTNt3i	Biotin transport via sodium symport	Slc5a6	BTNt3i: atp_c + btn_e + h2o_c + 2.0 na1_e --> adp_c + btn_c + h_c + 2.0 na1_c + pi_c	Transport, Extracellular
BTNt4i	Biotin uptake (antiport)	Slc19a3	BTNt4i: btn_e + h_c --> btn_c + h_e	Transport, Extracellular
BUP2	Beta-ureidopropionase (D-3-amino-isobutanoate forming)	Upb1	BUP2: 3uib_c + h2o_c + 2.0 h_c --> 3aib__D_c + co2_c + nh4_c	Pyrimidine Catabolism
BUTt2m	Butyrate mitochondrial transport via proton symport, reversible	Slc16a1	BUTt2m: but_c + h_c <=> but_m + h_m	Transport, Mitochondrial
BUTt2r	Butyrate transport via proton symport, reversible	Slc16a1	BUTt2r: but_e + h_e <=> but_c + h_c	Transport, Extracellular
B_MANNASEly	Beta-mannosidase, lysosomal	Manba	B_MANNASEly: h2o_l + mn_l --> acgam_l + man_l	N-Glycan Degradation
C14STRr	C-14 sterol reductase	Tm7sf2	C14STRr: 44mctr_r + h_r + nadph_r --> 44mzym_r + nadp_r	Cholesterol Metabolism
C160CPT1	Carnitine O-palmitoyltransferase	Cpt1a	C160CPT1: crn_c + pmtcoa_c --> coa_c + pmtcrn_c	Carnitine shuttle
C160CPT1	Carnitine O-palmitoyltransferase	Cpt1b	C160CPT1: crn_c + pmtcoa_c --> coa_c + pmtcrn_c	Carnitine shuttle
C160CPT1	Carnitine O-palmitoyltransferase	Cpt1c	C160CPT1: crn_c + pmtcoa_c --> coa_c + pmtcrn_c	Carnitine shuttle
C160CPT2	C160 transport into the mitochondria	Cpt2	C160CPT2: coa_m + pmtcrn_m --> crn_m + pmtcoa_m	Carnitine shuttle
C160CRNt	C160 transport into the mitochondria	Slc25a20	C160CRNt: pmtcrn_c --> pmtcrn_m	Carnitine shuttle
C161CPT1	Carnitine O-palmitoyltransferase	Cpt1a	C161CPT1: crn_c + hdcoa_c --> coa_c + hdcecrn_c	Carnitine shuttle
C161CPT1	Carnitine O-palmitoyltransferase	Cpt1b	C161CPT1: crn_c + hdcoa_c --> coa_c + hdcecrn_c	Carnitine shuttle
C161CPT1	Carnitine O-palmitoyltransferase	Cpt1c	C161CPT1: crn_c + hdcoa_c --> coa_c + hdcecrn_c	Carnitine shuttle
C161CPT12	Carnitine O-palmitoyltransferase	Cpt1a	C161CPT12: crn_c + hdd2coa_c --> coa_c + hdd2crn_c	Carnitine shuttle
C161CPT12	Carnitine O-palmitoyltransferase	Cpt1b	C161CPT12: crn_c + hdd2coa_c --> coa_c + hdd2crn_c	Carnitine shuttle
