rxn	rxn_name	gene	equation	pathway
NTD1m	5'-nucleotidase (dUMP),mitochondrial	Nt5m	NTD1m: dump_m + h2o_m --> duri_m + pi_m	Nucleotides
NTD2	5'-nucleotidase (UMP)	Nt5c3	NTD2: h2o_c + ump_c --> pi_c + uri_c	Pyrimidine Catabolism
NTD2e	5'-nucleotidase (UMP), extracellular	Nt5e	NTD2e: h2o_e + ump_e --> pi_e + uri_e	Nucleotides
NTD2l	5'-nucleotidase (UMP), lysosome	Acp2	NTD2l: h2o_l + ump_l --> pi_l + uri_l	Nucleic acid degradation
NTD2m	5'-nucleotidase (UMP), mitochondrial	Nt5m	NTD2m: h2o_m + ump_m --> pi_m + uri_m	Nucleotides
NTD3l	5'-nucleotidase (dCMP), lysosomal	Acp2	NTD3l: dcmp_l + h2o_l --> dcyt_l + pi_l	Nucleic acid degradation
NTD4	5'-nucleotidase (CMP)	Nt5c3	NTD4: cmp_c + h2o_c --> cytd_c + pi_c	Pyrimidine Catabolism
NTD4e	5'-nucleotidase (CMP), extracellular	Nt5e	NTD4e: cmp_e + h2o_e --> cytd_e + pi_e	Nucleotides
NTD4l	5'-nucleotidase (CMP), lysosome	Acp2	NTD4l: cmp_l + h2o_l --> cytd_l + pi_l	Nucleic acid degradation
NTD5	5'-nucleotidase (dTMP)	Nt5c	NTD5: dtmp_c + h2o_c --> pi_c + thymd_c	Pyrimidine Catabolism
NTD5l	5'-nucleotidase (dTMP), lysosomal	Acp2	NTD5l: dtmp_l + h2o_l --> pi_l + thymd_l	Nucleic acid degradation
NTD5m	5'-nucleotidase (dTMP), mitochondrial	Nt5m	NTD5m: dtmp_m + h2o_m --> pi_m + thymd_m	Nucleotides
NTD6	5'-nucleotidase (dAMP)	Nt5c2	NTD6: damp_c + h2o_c --> dad_2_c + pi_c	Nucleotides
NTD6l	5'-nucleotidase (dAMP), lysosome	Acp2	NTD6l: damp_l + h2o_l --> dad_2_l + pi_l	Nucleic acid degradation
NTD7e	5'-nucleotidase (AMP), extracellular	Nt5e	NTD7e: amp_e + h2o_e --> adn_e + pi_e	Nucleotides
NTD7l	5'-nucleotidase (AMP), lysosome	Acp2	NTD7l: amp_l + h2o_l --> adn_l + pi_l	Nucleic acid degradation
NTD8	5'-nucleotidase (dGMP)	Nt5c	NTD8: dgmp_c + h2o_c --> dgsn_c + pi_c	Nucleotides
NTD8	5'-nucleotidase (dGMP)	Nt5c2	NTD8: dgmp_c + h2o_c --> dgsn_c + pi_c	Nucleotides
NTD8l	5'-nucleotidase (dGMP), lysosomal	Acp2	NTD8l: dgmp_l + h2o_l --> dgsn_l + pi_l	Nucleic acid degradation
NTD9	5'-nucleotidase (GMP)	Nt5c2	NTD9: gmp_c + h2o_c --> gsn_c + pi_c	Nucleotides
NTD9e	5'-nucleotidase (GMP), extracellular	Nt5e	NTD9e: gmp_e + h2o_e --> gsn_e + pi_e	Nucleotides
NTD9l	5'-nucleotidase (GMP), lysosome	Acp2	NTD9l: gmp_l + h2o_l --> gsn_l + pi_l	Nucleic acid degradation
NTP3e	Nucleoside-triphosphatase (GTP)	Cant1	NTP3e: gtp_e + h2o_e --> gdp_e + h_e + pi_e	Nucleotides
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)	Itpa	NTPP10: ditp_c + h2o_c --> dimp_c + h_c + ppi_c	Nucleotides
NTPP11	Nucleoside triphosphate pyrophosphorylase (xtp)	Itpa	NTPP11: h2o_c + xtp_c --> h_c + ppi_c + xmp_c	Nucleotides
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	Itpa	NTPP9: h2o_c + itp_c --> h_c + imp_c + ppi_c	Nucleotides
O16G1e	Oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular	Sis	O16G1e: glygn4_e + h2o_e --> glc__D_e + glygn5_e	Starch and Sucrose Metabolism
O16G2e	Oligo-1,6-glucosidase (strch2 ->strch3), extracellular	Sis	O16G2e: h2o_e + strch2_e --> glc__D_e + malt_e	Starch and Sucrose Metabolism
OCBTm	Ornithine carbamoyltransferase, irreversible	Otc	OCBTm: cbp_m + orn_m --> citr__L_m + h_m + pi_m	Urea cycle/amino group metabolism
OCOAT1m	3-oxoacid CoA-transferase	Oxct1	OCOAT1m: acac_m + succoa_m <=> aacoa_m + succ_m	Valine, Leucine, and Isoleucine Metabolism
OCOAT1m	3-oxoacid CoA-transferase	Oxct2a	OCOAT1m: acac_m + succoa_m <=> aacoa_m + succ_m	Valine, Leucine, and Isoleucine Metabolism
OIVD1m	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial	Bckdha	OIVD1m: 4mop_m + coa_m + nad_m --> co2_m + ivcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD1m	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial	Bckdhb	OIVD1m: 4mop_m + coa_m + nad_m --> co2_m + ivcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD1m	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial	Dbt	OIVD1m: 4mop_m + coa_m + nad_m --> co2_m + ivcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD1m	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial	Dld	OIVD1m: 4mop_m + coa_m + nad_m --> co2_m + ivcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD2m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial	Bckdha	OIVD2m: 3mob_m + coa_m + nad_m --> co2_m + ibcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD2m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial	Bckdhb	OIVD2m: 3mob_m + coa_m + nad_m --> co2_m + ibcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD2m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial	Dbt	OIVD2m: 3mob_m + coa_m + nad_m --> co2_m + ibcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD2m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial	Dld	OIVD2m: 3mob_m + coa_m + nad_m --> co2_m + ibcoa_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD3m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial	Bckdha	OIVD3m: 3mop_m + coa_m + nad_m --> 2mbcoa_m + co2_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD3m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial	Bckdhb	OIVD3m: 3mop_m + coa_m + nad_m --> 2mbcoa_m + co2_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD3m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial	Dbt	OIVD3m: 3mop_m + coa_m + nad_m --> 2mbcoa_m + co2_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OIVD3m	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial	Dld	OIVD3m: 3mop_m + coa_m + nad_m --> 2mbcoa_m + co2_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
OMPDC	Orotidine-5'-phosphate decarboxylase	Umps	OMPDC: h_c + orot5p_c --> co2_c + ump_c	Pyrimidine Biosynthesis
OPAH	5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir)	Oplah	OPAH: 5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c	Glutathione Metabolism
ORNDC	Ornithine Decarboxylase	Odc1	ORNDC: h_c + orn_c --> co2_c + ptrc_c	Urea cycle/amino group metabolism
ORNTArm	L-Ornithine:2-oxo-acid aminotransferase	Oat	ORNTArm: akg_m + orn_m <=> glu5sa_m + glu__L_m	Urea cycle/amino group metabolism
ORNt3m	Ornithine mitochondrial transport via proton antiport	Slc25a15	ORNt3m: h_c + orn_m <=> h_m + orn_c	Transport, Mitochondrial
ORNt3m	Ornithine mitochondrial transport via proton antiport	Slc25a2	ORNt3m: h_c + orn_m <=> h_m + orn_c	Transport, Mitochondrial
ORNt4m	Ornithine mitochondrial transport exchange with citruline	Slc25a15	ORNt4m: citr__L_c + h_c + orn_m <=> citr__L_m + h_m + orn_c	Transport, Mitochondrial
ORNt4m	Ornithine mitochondrial transport exchange with citruline	Slc25a2	ORNt4m: citr__L_c + h_c + orn_m <=> citr__L_m + h_m + orn_c	Transport, Mitochondrial
ORNt	Ornithine transport via diffusion	Slc7a1	ORNt: orn_e --> orn_c	Transport, Extracellular
ORNt	Ornithine transport via diffusion	Slc7a2	ORNt: orn_e --> orn_c	Transport, Extracellular
ORNt	Ornithine transport via diffusion	Slc7a3	ORNt: orn_e --> orn_c	Transport, Extracellular
ORPT	Orotate phosphoribosyltransferase	Umps	ORPT: orot5p_c + ppi_c <=> orot_c + prpp_c	Pyrimidine Biosynthesis
OXAHCOtex	Oxalate transport via bicarbonate countertransport	Slc26a1	OXAHCOtex: 2.0 hco3_c + oxa_e --> 2.0 hco3_e + oxa_c	Transport, Extracellular
OXAHCOtex	Oxalate transport via bicarbonate countertransport	Slc26a2	OXAHCOtex: 2.0 hco3_c + oxa_e --> 2.0 hco3_e + oxa_c	Transport, Extracellular
OXAHCOtex	Oxalate transport via bicarbonate countertransport	Slc26a3	OXAHCOtex: 2.0 hco3_c + oxa_e --> 2.0 hco3_e + oxa_c	Transport, Extracellular
P45011A1m	Cytochrome P450 11A1, mitochondrial [Precursor]	Cyp11a1	P45011A1m: chsterol_m + h_m + nadph_m + 2.0 o2_m --> 4mptnl_m + 2.0 h2o_m + nadp_m + prgnlone_m	Steroid Metabolism
P45011B11m	Steroid 11-beta-hydroxylase	Cyp11b1	P45011B11m: 11docrtstrn_m + h_m + nadph_m + o2_m --> crtstrn_m + h2o_m + nadp_m	Steroid Metabolism
P45011B12m	Steroid 11-beta-hydroxylase	Cyp11b1	P45011B12m: 11docrtsl_m + h_m + nadph_m + o2_m --> crtsl_m + h2o_m + nadp_m	Steroid Metabolism
P45011B21m	Steroid 11-beta-hydroxylase	Cyp11b2	P45011B21m: 11docrtstrn_m + h_m + nadph_m + 2.0 o2_m --> aldstrn_m + 2.0 h2o_m + nadp_m	Steroid Metabolism
P45017A1r	Cytochrome P450 17A1	Cyp17a1	P45017A1r: h_r + nadph_r + o2_r + prgnlone_r --> 17ahprgnlone_r + h2o_r + nadp_r	Steroid Metabolism
P45017A2r	Cytochrome P450 17A1	Cyp17a1	P45017A2r: 17ahprgnlone_r + h_r + nadph_r + 0.5 o2_r --> acald_r + dhea_r + h2o_r + nadp_r	Steroid Metabolism
P45017A3r	Cytochrome P450 17A1	Cyp17a1	P45017A3r: h_r + nadph_r + o2_r + prgstrn_r --> 17ahprgstrn_r + h2o_r + nadp_r	Steroid Metabolism
P45017A4r	Cytochrome P450 17A1	Cyp17a1	P45017A4r: 17ahprgstrn_r + h_r + nadph_r + 0.5 o2_r --> acald_r + andrstndn_r + h2o_r + nadp_r	Steroid Metabolism
P45019A1r	Aromatase	Cyp19a1	P45019A1r: andrstndn_r + nadph_r + 2.0 o2_r --> estrone_r + for_r + 2.0 h2o_r + nadp_r	Steroid Metabolism
P45019A2r	Aromatase	Cyp19a1	P45019A2r: nadph_r + 2.0 o2_r + tststerone_r --> estradiol_r + for_r + 2.0 h2o_r + nadp_r	Steroid Metabolism
P4501B1r	Cytochrome P450 1B1	Cyp1b1	P4501B1r: estradiol_r + h_r + nadph_r + o2_r --> h2o_r + hestratriol_r + nadp_r	Steroid Metabolism
P45021A1r	Steroid 21-hydroxylase	Cyp21a1	P45021A1r: h_r + nadph_r + o2_r + prgstrn_r --> 11docrtstrn_r + h2o_r + nadp_r	Steroid Metabolism
P45021A2r	Steroid 21-hydroxylase	Cyp21a1	P45021A2r: 17ahprgstrn_r + h_r + nadph_r + o2_r --> 11docrtsl_r + h2o_r + nadp_r	Steroid Metabolism
P45027A11m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Cyp27a1	P45027A11m: h_m + nadph_m + o2_m + xoltriol_m --> h2o_m + nadp_m + xoltetrol_m	Bile Acid Biosynthesis
P45027A12m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Cyp27a1	P45027A12m: nadp_m + xoltetrol_m --> h_m + nadph_m + thcholst_m	Bile Acid Biosynthesis
P45027A13m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Cyp27a1	P45027A13m: nadph_m + o2_m + thcholst_m --> h2o_m + nadp_m + thcholstoic_m	Bile Acid Biosynthesis
P45027A14m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1	Cyp27a1	P45027A14m: h_m + nadph_m + o2_m + xol7ah2_m --> h2o_m + nadp_m + xol7ah3_m	Bile Acid Biosynthesis
P45027A15m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1	Cyp27a1	P45027A15m: h_m + nadph_m + o2_m + xol7ah3_m --> 2.0 h2o_m + nadp_m + xol7ah2al_m	Bile Acid Biosynthesis
P45027A16m	Cytochrome P450 27	Cyp27a1	P45027A16m: nadph_m + o2_m + xol7ah2al_m --> dhcholestanate_m + h2o_m + nadp_m	Bile Acid Biosynthesis
P45027A1m	Cytochrome P450 27	Cyp27a1	P45027A1m: chsterol_m + h_m + nadph_m + o2_m --> h2o_m + nadp_m + xol27oh_m	Bile Acid Biosynthesis
P4502C18	Cytochrome P450 2C18	Cyp2c55	P4502C18: antipyrene_c + h_c + nadph_c + 0.5 o2_c --> dmantipyrine_c + meoh_c + nadp_c	CYP Metabolism
P4502C19	Cytochrome P450 2C19	Cyp2c54	P4502C19: h_c + nadph_c + o2_c + omeprazole_c --> 5homeprazole_c + h2o_c + nadp_c	CYP Metabolism
P4502C8	Cytochrome P450 2C8	Cyp2c66	P4502C8: h_c + nadph_c + o2_c + taxol_c --> h2o_c + htaxol_c + nadp_c	CYP Metabolism
P4502D6	Cytochrome P450 2D6	Cyp2d22	P4502D6: debrisoquine_c + h_c + nadph_c + o2_c --> 4hdebrisoquine_c + h2o_c + nadp_c	CYP Metabolism
P4502E1	Cytochrome P450 2E1	Cyp2e1	P4502E1: 4nph_c + h_c + nadph_c + o2_c --> 24nph_c + h2o_c + nadp_c	CYP Metabolism
P4502F1	Cytochrome P450 2F1	Cyp2f2	P4502F1: h_c + nadph_c + npthl_c + o2_c --> h2o_c + nadp_c + onpthl_c	CYP Metabolism
P45039A1r	Oxysterol 7-alpha-hydroxylase	Cyp39a1	P45039A1r: h_r + nadph_r + o2_r + xol24oh_r --> h2o_r + nadp_r + xoltri24_r	Bile Acid Biosynthesis
P4503A4	Cytochrome P450 3A4	Cyp3a41b	P4503A4: h_c + nadph_c + nifedipine_c + o2_c --> h2o_c + hnifedipine_c + nadp_c	CYP Metabolism
P4503A43r	Cytochrome p450 P450 3A43	Cyp3a25	P4503A43r: h_r + nadph_r + o2_r + tststerone_r --> h2o_r + nadp_r + whtststerone_r	Steroid Metabolism
P4503A5	Cytochrome P450 3A5	Cyp3a13	P4503A5: aflatoxin_c + h_c + nadph_c + o2_c --> eaflatoxin_c + h2o_c + nadp_c	CYP Metabolism
P4503A7r	Cytochrome p450 P450 3A7	Cyp3a13	P4503A7r: h_r + nadph_r + o2_r + tststerone_r --> 6htststerone_r + h2o_r + nadp_r	Steroid Metabolism
P45046A1r	Cytochrome P450, family 46, subfamily A, polypeptide 1	Cyp46a1	P45046A1r: chsterol_r + h_r + nadph_r + o2_r --> h2o_r + nadp_r + xol24oh_r	Bile Acid Biosynthesis
P4504B1r	Cytochrome P450 4B1	Cyp2f2	P4504B1r: arachd_r + h_r + nadph_r + o2_r --> 12harachd_r + h2o_r + nadp_r	Eicosanoid Metabolism
P4504F121r	Cytochrome p450 4F12/4F2	Cyp4f14	P4504F121r: arachd_r + h_r + nadph_r + o2_r --> h2o_r + nadp_r + wharachd_r	Eicosanoid Metabolism
P4504F122r	Cytochrome p450 4F12/4F2	Cyp4f14	P4504F122r: h_r + leuktrB4_r + nadph_r + o2_r --> h2o_r + leuktrB4woh_r + nadp_r	Eicosanoid Metabolism
P4504F122r	Cytochrome p450 4F12/4F2	Cyp4f15	P4504F122r: h_r + leuktrB4_r + nadph_r + o2_r --> h2o_r + leuktrB4woh_r + nadp_r	Eicosanoid Metabolism
P4504F122r	Cytochrome p450 4F12/4F2	Cyp4f18	P4504F122r: h_r + leuktrB4_r + nadph_r + o2_r --> h2o_r + leuktrB4woh_r + nadp_r	Eicosanoid Metabolism
P4504F123r	Cytochrome p450 4F12/4F2	Cyp4f14	P4504F123r: ebastine_r + h_r + nadph_r + o2_r --> ebastineoh_r + h2o_r + nadp_r	CYP Metabolism
P4504F81r	Cytochrome p450 4F8	Cyp4f17	P4504F81r: arachd_r + h_r + nadph_r + o2_r --> 18harachd_r + h2o_r + nadp_r	Eicosanoid Metabolism
P4507A1r	Cytochrome P450, family 7, subfamily A, polypeptide 1	Cyp7a1	P4507A1r: chsterol_r + h_r + nadph_r + o2_r --> h2o_r + nadp_r + xol7a_r	Bile Acid Biosynthesis
P4507B11r	Oxysterol 7alpha-hydroxylase	Cyp7b1	P4507B11r: h_r + nadph_r + o2_r + xol25oh_r --> h2o_r + nadp_r + xoltri25_r	Bile Acid Biosynthesis
P4507B12r	Oxysterol 7alpha-hydroxylase	Cyp7b1	P4507B12r: h_r + nadph_r + o2_r + xol27oh_r --> h2o_r + nadp_r + xoltri27_r	Bile Acid Biosynthesis
P4508B11r	Sterol 12-alpha-hydroxylase	Cyp8b1	P4508B11r: h_r + nadph_r + o2_r + xol7aone_r --> h2o_r + nadp_r + xoldiolone_r	Bile Acid Biosynthesis
P4508B13r	Sterol 12-alpha-hydroxylase (nadh)	Cyp8b1	P4508B13r: h_r + nadh_r + o2_r + xol7aone_r --> h2o_r + nad_r + xoldiolone_r	Bile Acid Biosynthesis
P5CDm	1 pyrroline 5 carboxylate dehydrogenase  mitochondrial	Aldh4a1	P5CDm: 1pyr5c_m + 2.0 h2o_m + nad_m --> glu__L_m + h_m + nadh_m	Glutamate metabolism
P5CR	Pyrroline-5-carboxylate reductase	Pycr2	P5CR: 1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c	Urea cycle/amino group metabolism
P5CR	Pyrroline-5-carboxylate reductase	Pycrl	P5CR: 1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c	Urea cycle/amino group metabolism
P5CRm	Pyrroline-5-carboxylate reductase, mitochondria	Pycr1	P5CRm: 1pyr5c_m + 2.0 h_m + nadph_m --> nadp_m + pro__L_m	Arginine and Proline Metabolism
P5CRx	Pyrroline-5-carboxylate reductase(nadh)	Pycr2	P5CRx: 1pyr5c_c + 2.0 h_c + nadh_c --> nad_c + pro__L_c	Urea cycle/amino group metabolism
P5CRx	Pyrroline-5-carboxylate reductase(nadh)	Pycrl	P5CRx: 1pyr5c_c + 2.0 h_c + nadh_c --> nad_c + pro__L_c	Urea cycle/amino group metabolism
P5CRxm	Pyrroline-5-carboxylate reductase (m)	Pycr1	P5CRxm: 1pyr5c_m + 2.0 h_m + nadh_m --> nad_m + pro__L_m	Arginine and Proline Metabolism
PAFH	Platelet-activating factor acetylhydrolase	Pafah1b1	PAFH: h2o_c + paf_hs_c --> ac_c + ak2lgchol_hs_c + h_c	Glycerophospholipid Metabolism
PAFH	Platelet-activating factor acetylhydrolase	Pafah1b2	PAFH: h2o_c + paf_hs_c --> ac_c + ak2lgchol_hs_c + h_c	Glycerophospholipid Metabolism
PAFH	Platelet-activating factor acetylhydrolase	Pafah1b3	PAFH: h2o_c + paf_hs_c --> ac_c + ak2lgchol_hs_c + h_c	Glycerophospholipid Metabolism
PAFH	Platelet-activating factor acetylhydrolase	Pafah2	PAFH: h2o_c + paf_hs_c --> ac_c + ak2lgchol_hs_c + h_c	Glycerophospholipid Metabolism
PAFHe	Platelet-activating factor acetylhydrolase	Pla2g7	PAFHe: h2o_e + paf_hs_e --> ac_e + ak2lgchol_hs_e + h_e	Glycerophospholipid Metabolism
PAPStg	3'-Phosphoadenylyl sufate Golgi transport	Slc35b2	PAPStg: paps_c <=> paps_g	Transport, Golgi Apparatus
PCFLOPm	Phosphatidylcholine flippase	Atp10a	PCFLOPm: atp_c + h2o_c + pchol_hs_m --> adp_c + h_c + pchol_hs_c + pi_c	Transport, Mitochondrial
PCHOLP_hs	Choline phosphatase	Pld2	PCHOLP_hs: h2o_c + pchol_hs_c --> chol_c + h_c + pa_hs_c	Glycerophospholipid Metabolism
PCHOLPg_hs	Choline phosphatase	Pld1	PCHOLPg_hs: h2o_g + pchol_hs_g --> chol_g + h_g + pa_hs_g	Glycerophospholipid Metabolism
PCHOLPm_hs	Choline phosphatase	Pld1	PCHOLPm_hs: h2o_m + pchol_hs_m --> chol_m + h_m + pa_hs_m	Glycerophospholipid Metabolism
PCHOLPr_hs	Choline phosphatase	Pld1	PCHOLPr_hs: h2o_r + pchol_hs_r --> chol_r + h_r + pa_hs_r	Glycerophospholipid Metabolism
PCLAD	Picolinic acid decarboxylase	Acmsd	PCLAD: cmusa_c + h_c --> am6sa_c + co2_c	Tryptophan metabolism
PCLYSOX	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase	Plod1	PCLYSOX: akg_c + o2_c + pcollglys_c --> co2_c + pcollg5hlys_c + succ_c	Lysine Metabolism
PCLYSOX	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase	Plod2	PCLYSOX: akg_c + o2_c + pcollglys_c --> co2_c + pcollg5hlys_c + succ_c	Lysine Metabolism
PCLYSOX	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase	Plod3	PCLYSOX: akg_c + o2_c + pcollglys_c --> co2_c + pcollg5hlys_c + succ_c	Lysine Metabolism
PCm	Pyruvate carboxylase	Pcx	PCm: atp_m + hco3_m + pyr_m --> adp_m + h_m + oaa_m + pi_m	Pyruvate Metabolism
PCt	Phosphatidylcholine transporter	Abcb4	PCt: atp_c + h2o_c + pchol_hs_c <=> adp_c + h_c + pchol_hs_e + pi_c	Transport, Extracellular
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde10a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde11a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde1a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde1b	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde1c	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde2a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde3a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde3b	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde4b	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde4c	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde4d	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde7a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde7b	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde8a	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Pde8b	PDE1: camp_c + h2o_c --> amp_c + h_c	Nucleotides
PDE1g	3',5'-cyclic-nucleotide phosphodiesterase,Golgi	Pde10a	PDE1g: camp_g + h2o_g --> amp_g + h_g	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde10a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde11a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde1a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde1b	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde1c	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde2a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde3a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde3b	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde5a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6a	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6b	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6c	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6d	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6g	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Pde6h	PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	Nucleotides
PDE4g	3',5'-cyclic-nucleotide phosphodiesterase, Golgi	Pde10a	PDE4g: 35cgmp_g + h2o_g --> gmp_g + h_g	Nucleotides
PDHm	Pyruvate dehydrogenase	Dlat	PDHm: coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m	Glycolysis/Gluconeogenesis
PDHm	Pyruvate dehydrogenase	Dld	PDHm: coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m	Glycolysis/Gluconeogenesis
PDHm	Pyruvate dehydrogenase	Pdha1	PDHm: coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m	Glycolysis/Gluconeogenesis
PDHm	Pyruvate dehydrogenase	Pdha2	PDHm: coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m	Glycolysis/Gluconeogenesis
PDHm	Pyruvate dehydrogenase	Pdhb	PDHm: coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m	Glycolysis/Gluconeogenesis
